filepath,happy,surprise,sad,angry,disgust,fear
/archive/test/angry/image0003060.jpg,0.00,0.00,0.03,0.34,0.33,0.30
/archive/test/angry/image0003108.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003110.jpg,0.00,0.00,0.00,0.37,0.33,0.30
/archive/test/angry/image0003112.jpg,0.01,0.99,0.00,0.00,0.00,0.00
/archive/test/angry/image0003116.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003133.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0003161.jpg,0.00,0.01,0.01,0.20,0.13,0.64
/archive/test/angry/image0003202.jpg,0.00,0.01,0.06,0.32,0.32,0.30
/archive/test/angry/image0003212.jpg,0.00,0.09,0.46,0.15,0.15,0.15
/archive/test/angry/image0003237.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0003295.jpg,0.01,0.01,0.76,0.04,0.02,0.17
/archive/test/angry/image0003305.jpg,0.00,0.00,0.01,0.34,0.34,0.31
/archive/test/angry/image0003308.jpg,0.00,0.07,0.39,0.18,0.18,0.17
/archive/test/angry/image0003315.jpg,0.00,0.03,0.21,0.26,0.26,0.24
/archive/test/angry/image0003325.jpg,0.00,0.00,0.00,0.43,0.26,0.31
/archive/test/angry/image0003330.jpg,0.00,0.02,0.14,0.29,0.28,0.27
/archive/test/angry/image0003351.jpg,0.01,0.00,0.90,0.00,0.00,0.09
/archive/test/angry/image0003353.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003387.jpg,0.00,0.00,0.02,0.58,0.01,0.39
/archive/test/angry/image0003393.jpg,0.00,0.53,0.00,0.02,0.00,0.45
/archive/test/angry/image0003411.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003415.jpg,0.00,0.00,0.00,0.29,0.15,0.56
/archive/test/angry/image0003422.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003428.jpg,0.00,0.03,0.65,0.09,0.05,0.17
/archive/test/angry/image0003455.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003456.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0003487.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0003501.jpg,0.00,0.05,0.60,0.10,0.08,0.16
/archive/test/angry/image0003507.jpg,0.00,0.00,0.06,0.20,0.11,0.62
/archive/test/angry/image0003519.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003556.jpg,0.00,0.05,0.29,0.23,0.22,0.21
/archive/test/angry/image0003573.jpg,0.00,1.00,0.00,0.00,0.00,0.00
/archive/test/angry/image0003609.jpg,0.00,0.00,0.00,0.38,0.34,0.29
/archive/test/angry/image0003666.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003669.jpg,0.00,0.05,0.31,0.22,0.22,0.21
/archive/test/angry/image0003670.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003734.jpg,0.01,0.99,0.00,0.00,0.00,0.00
/archive/test/angry/image0003757.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0003762.jpg,0.00,0.00,0.01,0.34,0.33,0.31
/archive/test/angry/image0003769.jpg,0.01,0.00,0.81,0.00,0.00,0.18
/archive/test/angry/image0003791.jpg,0.00,0.01,0.09,0.31,0.31,0.29
/archive/test/angry/image0003820.jpg,0.00,0.09,0.46,0.15,0.15,0.15
/archive/test/angry/image0003823.jpg,0.01,0.00,0.95,0.00,0.00,0.05
/archive/test/angry/image0003826.jpg,0.00,0.00,0.00,0.38,0.33,0.29
/archive/test/angry/image0003836.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003857.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0003876.jpg,0.97,0.00,0.00,0.00,0.00,0.03
/archive/test/angry/image0003916.jpg,0.00,0.07,0.38,0.19,0.19,0.18
/archive/test/angry/image0003920.jpg,0.00,0.00,0.00,0.10,0.09,0.80
/archive/test/angry/image0003961.jpg,0.00,0.06,0.58,0.11,0.09,0.16
/archive/test/angry/image0003964.jpg,0.00,0.07,0.40,0.18,0.17,0.17
/archive/test/angry/image0003970.jpg,0.00,0.00,0.00,0.37,0.33,0.30
/archive/test/angry/image0003971.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004004.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004010.jpg,0.00,0.00,0.33,0.11,0.03,0.53
/archive/test/angry/image0004026.jpg,0.00,0.00,0.01,0.15,0.06,0.78
/archive/test/angry/image0004049.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0004051.jpg,0.01,0.04,0.65,0.08,0.06,0.17
/archive/test/angry/image0004065.jpg,0.00,0.00,0.89,0.00,0.00,0.10
/archive/test/angry/image0004071.jpg,0.01,0.25,0.26,0.08,0.09,0.32
/archive/test/angry/image0004099.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004164.jpg,0.00,0.00,0.00,0.36,0.34,0.31
/archive/test/angry/image0004213.jpg,0.00,0.00,0.01,0.34,0.29,0.36
/archive/test/angry/image0004247.jpg,0.00,0.00,0.02,0.34,0.34,0.31
/archive/test/angry/image0004298.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0004330.jpg,0.02,0.97,0.00,0.00,0.00,0.01
/archive/test/angry/image0004341.jpg,0.00,0.05,0.58,0.13,0.07,0.16
/archive/test/angry/image0004342.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0004345.jpg,0.01,0.00,0.86,0.00,0.00,0.12
/archive/test/angry/image0004357.jpg,0.00,0.00,0.02,0.30,0.20,0.47
/archive/test/angry/image0004381.jpg,0.01,0.35,0.15,0.04,0.05,0.40
/archive/test/angry/image0004383.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0004411.jpg,0.01,0.00,0.83,0.01,0.00,0.15
/archive/test/angry/image0004425.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004445.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0004456.jpg,0.01,0.01,0.76,0.04,0.02,0.17
/archive/test/angry/image0004459.jpg,0.00,0.00,0.01,0.34,0.29,0.35
/archive/test/angry/image0004504.jpg,0.01,0.01,0.77,0.04,0.01,0.17
/archive/test/angry/image0004550.jpg,0.01,0.01,0.79,0.03,0.01,0.16
/archive/test/angry/image0004588.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004609.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0004615.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004642.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0004676.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0004683.jpg,0.00,0.00,0.05,0.33,0.32,0.30
/archive/test/angry/image0004694.jpg,0.01,0.98,0.00,0.00,0.00,0.01
/archive/test/angry/image0004695.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0004698.jpg,0.00,0.00,0.00,1.00,0.00,0.00
/archive/test/angry/image0004792.jpg,0.00,0.00,0.00,0.44,0.24,0.31
/archive/test/angry/image0004816.jpg,0.00,0.00,0.00,0.33,0.25,0.43
/archive/test/angry/image0004819.jpg,0.00,0.07,0.37,0.19,0.19,0.18
/archive/test/angry/image0004832.jpg,0.00,0.00,0.00,0.35,0.33,0.31
/archive/test/angry/image0004835.jpg,0.00,0.00,0.02,0.34,0.33,0.31
/archive/test/angry/image0004845.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004848.jpg,0.00,0.01,0.07,0.32,0.31,0.29
/archive/test/angry/image0004854.jpg,0.00,0.00,0.00,0.39,0.30,0.31
/archive/test/angry/image0004855.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004860.jpg,0.00,0.00,0.95,0.00,0.00,0.04
/archive/test/angry/image0004864.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0004866.jpg,0.00,0.06,0.36,0.20,0.19,0.18
/archive/test/angry/image0004885.jpg,0.01,0.00,0.93,0.00,0.00,0.06
/archive/test/angry/image0004921.jpg,0.00,0.00,0.13,0.22,0.10,0.54
/archive/test/angry/image0004946.jpg,0.02,0.67,0.03,0.03,0.01,0.24
/archive/test/angry/image0004947.jpg,0.00,0.00,0.00,0.39,0.33,0.28
/archive/test/angry/image0004949.jpg,0.00,0.02,0.16,0.32,0.23,0.27
/archive/test/angry/image0004952.jpg,0.00,0.02,0.14,0.29,0.28,0.27
/archive/test/angry/image0004956.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0004970.jpg,0.01,0.01,0.82,0.02,0.01,0.15
/archive/test/angry/image0005041.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0005070.jpg,0.99,0.01,0.00,0.00,0.00,0.00
/archive/test/angry/image0005102.jpg,0.00,0.00,0.98,0.00,0.00,0.02
/archive/test/angry/image0005108.jpg,0.01,0.00,0.97,0.00,0.00,0.03
/archive/test/angry/image0005124.jpg,0.00,0.00,0.97,0.00,0.00,0.03
/archive/test/angry/image0005156.jpg,0.00,0.01,0.08,0.32,0.30,0.29
/archive/test/angry/image0005190.jpg,0.00,0.02,0.17,0.28,0.27,0.26
/archive/test/angry/image0005193.jpg,0.02,0.82,0.00,0.00,0.00,0.17
/archive/test/angry/image0005221.jpg,0.00,0.01,0.07,0.32,0.31,0.30
/archive/test/angry/image0005269.jpg,0.00,0.00,0.89,0.00,0.00,0.11
/archive/test/angry/image0005276.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0005298.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0005303.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0005304.jpg,0.00,0.00,0.00,0.36,0.35,0.29
/archive/test/angry/image0005306.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0005315.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0005319.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0005334.jpg,0.00,0.01,0.05,0.32,0.32,0.30
/archive/test/angry/image0005347.jpg,0.00,0.08,0.44,0.16,0.16,0.15
/archive/test/angry/image0005366.jpg,0.01,0.99,0.00,0.00,0.00,0.00
/archive/test/angry/image0005380.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0005385.jpg,0.00,0.01,0.03,0.27,0.26,0.42
/archive/test/angry/image0005396.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0005516.jpg,0.00,0.01,0.10,0.30,0.30,0.28
/archive/test/angry/image0005528.jpg,0.00,0.08,0.42,0.17,0.17,0.16
/archive/test/angry/image0005558.jpg,0.01,0.46,0.01,0.01,0.00,0.51
/archive/test/angry/image0005565.jpg,0.01,0.00,0.84,0.03,0.00,0.13
/archive/test/angry/image0005594.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0005597.jpg,0.03,0.19,0.04,0.07,0.06,0.60
/archive/test/angry/image0005603.jpg,0.00,0.00,0.00,0.35,0.34,0.30
/archive/test/angry/image0005660.jpg,0.00,0.00,0.00,0.25,0.11,0.64
/archive/test/angry/image0005680.jpg,0.00,0.07,0.40,0.18,0.18,0.17
/archive/test/angry/image0005713.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0005726.jpg,0.00,0.03,0.21,0.26,0.25,0.24
/archive/test/angry/image0005727.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0005763.jpg,0.00,0.01,0.00,0.00,0.00,0.99
/archive/test/angry/image0005773.jpg,0.01,0.18,0.39,0.12,0.11,0.19
/archive/test/angry/image0005785.jpg,0.00,0.11,0.41,0.17,0.13,0.18
/archive/test/angry/image0005819.jpg,0.00,0.03,0.00,0.14,0.04,0.78
/archive/test/angry/image0005865.jpg,0.02,0.91,0.00,0.00,0.00,0.07
/archive/test/angry/image0005903.jpg,0.00,0.00,0.37,0.13,0.05,0.44
/archive/test/angry/image0005935.jpg,0.01,0.00,0.96,0.00,0.00,0.04
/archive/test/angry/image0005962.jpg,0.03,0.01,0.00,0.00,0.00,0.96
/archive/test/angry/image0005981.jpg,0.00,0.08,0.49,0.14,0.14,0.15
/archive/test/angry/image0005983.jpg,0.05,0.07,0.17,0.00,0.00,0.70
/archive/test/angry/image0006020.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0006084.jpg,0.00,0.00,0.00,1.00,0.00,0.00
/archive/test/angry/image0006147.jpg,0.00,0.01,0.11,0.30,0.30,0.28
/archive/test/angry/image0006167.jpg,0.00,0.00,0.01,0.35,0.34,0.31
/archive/test/angry/image0006195.jpg,0.00,0.00,0.02,0.34,0.33,0.31
/archive/test/angry/image0006199.jpg,0.00,0.01,0.03,0.31,0.22,0.44
/archive/test/angry/image0006211.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0006224.jpg,0.00,0.00,0.00,0.29,0.22,0.49
/archive/test/angry/image0006232.jpg,0.00,0.06,0.56,0.11,0.09,0.16
/archive/test/angry/image0006236.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0006246.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0006258.jpg,0.00,0.02,0.16,0.28,0.27,0.26
/archive/test/angry/image0006260.jpg,0.03,0.89,0.00,0.00,0.00,0.07
/archive/test/angry/image0006275.jpg,0.02,0.86,0.00,0.00,0.00,0.13
/archive/test/angry/image0006281.jpg,0.02,0.98,0.00,0.00,0.00,0.01
/archive/test/angry/image0006294.jpg,0.01,0.33,0.00,0.00,0.00,0.65
/archive/test/angry/image0006306.jpg,0.00,0.00,0.01,0.34,0.33,0.31
/archive/test/angry/image0006322.jpg,0.00,0.00,0.00,0.01,0.01,0.98
/archive/test/angry/image0006335.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0006339.jpg,0.00,0.00,0.00,0.37,0.33,0.30
/archive/test/angry/image0006360.jpg,0.00,0.00,0.02,0.34,0.34,0.31
/archive/test/angry/image0006364.jpg,0.00,0.00,0.02,0.34,0.33,0.31
/archive/test/angry/image0006379.jpg,0.00,0.00,0.00,0.35,0.35,0.31
/archive/test/angry/image0006406.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0006477.jpg,0.00,0.00,0.00,0.39,0.34,0.27
/archive/test/angry/image0006484.jpg,0.01,0.04,0.27,0.03,0.00,0.65
/archive/test/angry/image0006510.jpg,0.02,0.94,0.00,0.00,0.00,0.04
/archive/test/angry/image0006526.jpg,0.00,1.00,0.00,0.00,0.00,0.00
/archive/test/angry/image0006540.jpg,0.00,0.00,0.03,0.18,0.10,0.68
/archive/test/angry/image0006544.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0006566.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0006582.jpg,0.00,0.01,0.08,0.28,0.28,0.35
/archive/test/angry/image0006587.jpg,0.00,0.00,0.03,0.33,0.33,0.30
/archive/test/angry/image0006597.jpg,0.00,0.00,0.00,0.37,0.32,0.31
/archive/test/angry/image0006601.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0006608.jpg,0.00,0.07,0.38,0.23,0.14,0.18
/archive/test/angry/image0006610.jpg,0.00,0.00,0.01,0.34,0.33,0.31
/archive/test/angry/image0006661.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0006665.jpg,0.00,0.00,0.02,0.34,0.33,0.31
/archive/test/angry/image0006689.jpg,0.01,0.45,0.01,0.01,0.01,0.51
/archive/test/angry/image0006699.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0006706.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0006712.jpg,0.00,0.00,0.03,0.33,0.33,0.30
/archive/test/angry/image0006756.jpg,0.00,0.00,0.02,0.34,0.33,0.31
/archive/test/angry/image0006763.jpg,0.00,0.09,0.46,0.16,0.14,0.14
/archive/test/angry/image0006771.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0006816.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0006821.jpg,0.01,0.00,0.56,0.00,0.00,0.43
/archive/test/angry/image0006834.jpg,0.00,0.03,0.21,0.26,0.25,0.24
/archive/test/angry/image0006839.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0006874.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0006880.jpg,0.00,0.00,0.05,0.33,0.31,0.30
/archive/test/angry/image0006895.jpg,0.00,0.00,0.00,0.39,0.30,0.31
/archive/test/angry/image0006896.jpg,0.00,0.02,0.18,0.27,0.27,0.25
/archive/test/angry/image0006900.jpg,0.00,0.00,0.00,0.37,0.32,0.30
/archive/test/angry/image0006927.jpg,0.00,0.04,0.61,0.11,0.07,0.17
/archive/test/angry/image0006960.jpg,0.00,0.00,0.00,0.34,0.28,0.37
/archive/test/angry/image0006971.jpg,0.01,0.01,0.82,0.01,0.00,0.15
/archive/test/angry/image0006976.jpg,0.00,0.09,0.45,0.16,0.15,0.15
/archive/test/angry/image0006986.jpg,0.00,0.00,0.00,0.38,0.32,0.29
/archive/test/angry/image0007015.jpg,0.01,0.68,0.00,0.00,0.00,0.31
/archive/test/angry/image0007018.jpg,0.00,0.01,0.07,0.32,0.31,0.30
/archive/test/angry/image0007029.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0007124.jpg,0.00,0.02,0.16,0.32,0.21,0.29
/archive/test/angry/image0007125.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0007223.jpg,0.03,0.13,0.01,0.03,0.03,0.77
/archive/test/angry/image0007271.jpg,0.00,0.00,0.00,0.35,0.34,0.30
/archive/test/angry/image0007281.jpg,0.00,0.00,0.00,0.35,0.33,0.31
/archive/test/angry/image0007286.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0007290.jpg,0.00,0.03,0.68,0.07,0.04,0.17
/archive/test/angry/image0007308.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0007312.jpg,0.00,0.08,0.41,0.17,0.17,0.16
/archive/test/angry/image0007332.jpg,0.01,0.09,0.28,0.14,0.11,0.36
/archive/test/angry/image0007354.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0007359.jpg,0.00,0.00,0.10,0.24,0.12,0.54
/archive/test/angry/image0007366.jpg,0.00,0.04,0.61,0.10,0.07,0.17
/archive/test/angry/image0007389.jpg,0.03,0.88,0.00,0.00,0.00,0.09
/archive/test/angry/image0007420.jpg,0.01,0.99,0.00,0.00,0.00,0.00
/archive/test/angry/image0007445.jpg,0.00,0.00,0.00,0.36,0.28,0.37
/archive/test/angry/image0007451.jpg,0.00,0.00,0.00,0.36,0.33,0.30
/archive/test/angry/image0007453.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0007531.jpg,0.01,0.00,0.83,0.01,0.00,0.15
/archive/test/angry/image0007566.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0007579.jpg,0.01,0.09,0.18,0.18,0.18,0.36
/archive/test/angry/image0007604.jpg,0.01,0.03,0.69,0.07,0.04,0.17
/archive/test/angry/image0007626.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0007630.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0007655.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0007753.jpg,0.00,0.06,0.54,0.13,0.11,0.16
/archive/test/angry/image0007755.jpg,0.00,0.00,0.00,0.37,0.33,0.30
/archive/test/angry/image0007783.jpg,0.00,0.03,0.66,0.09,0.05,0.17
/archive/test/angry/image0007794.jpg,0.03,0.00,0.36,0.00,0.00,0.61
/archive/test/angry/image0007803.jpg,0.00,0.04,0.26,0.24,0.23,0.22
/archive/test/angry/image0007805.jpg,0.00,0.00,0.00,0.37,0.32,0.31
/archive/test/angry/image0007807.jpg,0.00,0.00,0.01,0.35,0.34,0.31
/archive/test/angry/image0007812.jpg,0.00,0.00,0.04,0.33,0.33,0.30
/archive/test/angry/image0007904.jpg,0.00,0.00,0.97,0.00,0.00,0.02
/archive/test/angry/image0007945.jpg,0.00,0.00,0.03,0.33,0.33,0.30
/archive/test/angry/image0007954.jpg,0.00,0.07,0.37,0.19,0.19,0.18
/archive/test/angry/image0007958.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0007988.jpg,0.00,0.01,0.10,0.31,0.30,0.28
/archive/test/angry/image0007993.jpg,0.00,0.00,0.01,0.15,0.04,0.79
/archive/test/angry/image0008010.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0008030.jpg,0.00,0.00,0.01,0.34,0.34,0.31
/archive/test/angry/image0008044.jpg,0.00,0.00,0.04,0.33,0.32,0.30
/archive/test/angry/image0008045.jpg,0.01,0.50,0.01,0.01,0.00,0.47
/archive/test/angry/image0008055.jpg,0.00,0.01,0.79,0.03,0.01,0.16
/archive/test/angry/image0008086.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0008096.jpg,0.02,0.87,0.01,0.00,0.00,0.10
/archive/test/angry/image0008102.jpg,0.00,0.00,0.47,0.03,0.00,0.50
/archive/test/angry/image0008136.jpg,0.01,0.96,0.00,0.00,0.00,0.04
/archive/test/angry/image0008156.jpg,0.00,0.00,0.17,0.21,0.09,0.53
/archive/test/angry/image0008210.jpg,0.00,0.08,0.44,0.16,0.16,0.15
/archive/test/angry/image0008218.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0008226.jpg,0.00,0.00,0.00,0.00,0.00,1.00
/archive/test/angry/image0008228.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0008244.jpg,0.00,0.00,0.01,0.34,0.33,0.31
/archive/test/angry/image0008255.jpg,0.00,1.00,0.00,0.00,0.00,0.00
/archive/test/angry/image0008289.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0008309.jpg,0.00,0.02,0.12,0.31,0.22,0.33
/archive/test/angry/image0008345.jpg,0.00,0.14,0.07,0.24,0.04,0.50
/archive/test/angry/image0008355.jpg,0.00,0.00,0.00,0.37,0.34,0.28
/archive/test/angry/image0008442.jpg,0.01,0.00,0.89,0.00,0.00,0.10
/archive/test/angry/image0008461.jpg,0.00,0.01,0.12,0.30,0.29,0.28
/archive/test/angry/image0008479.jpg,0.01,0.06,0.00,0.01,0.00,0.91
/archive/test/angry/image0008480.jpg,0.01,0.00,0.86,0.00,0.00,0.13
/archive/test/angry/image0008528.jpg,0.01,0.00,0.89,0.00,0.00,0.10
/archive/test/angry/image0008538.jpg,0.00,0.01,0.05,0.33,0.31,0.30
/archive/test/angry/image0008544.jpg,0.00,0.00,0.94,0.00,0.00,0.05
/archive/test/angry/image0008550.jpg,0.01,0.98,0.00,0.00,0.00,0.01
/archive/test/angry/image0008564.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0008605.jpg,0.00,0.00,0.00,0.38,0.33,0.29
/archive/test/angry/image0008610.jpg,0.00,0.05,0.30,0.22,0.22,0.21
/archive/test/angry/image0008625.jpg,0.00,0.05,0.31,0.22,0.21,0.20
/archive/test/angry/image0008631.jpg,0.00,0.00,0.01,0.34,0.34,0.31
/archive/test/angry/image0008645.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0008670.jpg,0.00,0.00,0.01,0.35,0.32,0.32
/archive/test/angry/image0008685.jpg,0.01,0.63,0.00,0.00,0.00,0.36
/archive/test/angry/image0008695.jpg,0.03,0.14,0.44,0.03,0.01,0.34
/archive/test/angry/image0008718.jpg,0.00,0.07,0.53,0.13,0.11,0.16
/archive/test/angry/image0008770.jpg,0.00,0.00,0.02,0.34,0.34,0.31
/archive/test/angry/image0008771.jpg,0.00,0.00,0.01,0.34,0.34,0.31
/archive/test/angry/image0008810.jpg,0.00,0.00,0.00,0.36,0.33,0.31
/archive/test/angry/image0008820.jpg,0.00,0.00,0.00,0.36,0.27,0.37
/archive/test/angry/image0008854.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0008857.jpg,0.00,0.00,0.01,0.34,0.34,0.31
/archive/test/angry/image0008871.jpg,0.00,0.00,0.00,0.35,0.33,0.32
/archive/test/angry/image0008877.jpg,0.00,0.00,0.00,0.40,0.33,0.28
/archive/test/angry/image0008894.jpg,0.00,0.00,0.02,0.34,0.33,0.31
/archive/test/angry/image0008900.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0008921.jpg,0.00,0.08,0.48,0.15,0.14,0.15
/archive/test/angry/image0008947.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0008958.jpg,0.00,0.00,0.00,0.35,0.35,0.31
/archive/test/angry/image0008967.jpg,0.00,0.00,0.98,0.00,0.00,0.01
/archive/test/angry/image0008968.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0008970.jpg,0.00,0.00,0.00,0.36,0.13,0.51
/archive/test/angry/image0008971.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0009017.jpg,0.00,0.00,0.00,0.35,0.33,0.31
/archive/test/angry/image0009044.jpg,0.00,0.01,0.11,0.30,0.29,0.28
/archive/test/angry/image0009062.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0009066.jpg,0.03,0.88,0.00,0.00,0.00,0.08
/archive/test/angry/image0009076.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0009099.jpg,0.00,0.00,0.00,0.36,0.34,0.30
/archive/test/angry/image0009116.jpg,0.00,0.00,0.00,0.37,0.32,0.31
/archive/test/angry/image0009121.jpg,0.01,0.00,0.71,0.12,0.00,0.16
/archive/test/angry/image0009130.jpg,0.00,0.00,0.92,0.00,0.00,0.08
/archive/test/angry/image0009140.jpg,0.00,0.00,0.00,0.38,0.34,0.28
/archive/test/angry/image0009157.jpg,0.00,0.09,0.46,0.15,0.15,0.15
/archive/test/angry/image0009171.jpg,0.01,0.71,0.00,0.00,0.00,0.28
/archive/test/angry/image0009177.jpg,0.01,0.00,0.83,0.01,0.00,0.15
/archive/test/angry/image0009209.jpg,0.00,0.00,0.00,0.35,0.34,0.31
/archive/test/angry/image0009245.jpg,0.00,0.00,0.00,0.35,0.35,0.30
/archive/test/angry/image0009249.jpg,0.00,0.09,0.46,0.15,0.15,0.14
/archive/test/angry/image0009259.jpg,0.01,0.00,0.91,0.00,0.00,0.08
/archive/test/angry/image0009264.jpg,0.00,0.00,0.02,0.35,0.32,0.31
/archive/test/angry/image0009270.jpg,0.03,0.89,0.00,0.00,0.00,0.08
/archive/test/angry/image0009273.jpg,0.01,0.00,0.90,0.00,0.00,0.09
/archive/test/angry/image0009286.jpg,0.00,0.00,0.00,0.35,0.35,0.31
/archive/test/angry/image0009322.jpg,0.01,0.09,0.09,0.27,0.16,0.38
